City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,San Patricio,US,28.017,-97.5169,62.89,81,0,7.38,clear sky
340,Ialibu,PG,-6.2821,143.9935,57.02,98,100,1.45,light rain
341,Catuday,PH,16.2923,119.8062,76.59,75,32,9.01,scattered clouds
342,Ranot,TH,7.7777,100.3213,78.98,79,93,7.11,overcast clouds
343,Half Moon Bay,US,37.4636,-122.4286,53.87,96,90,0.0,mist
344,Llata,PE,-9.4167,-76.7833,61.77,61,31,6.06,scattered clouds
345,Uzhur,RU,55.3036,89.8339,13.5,97,100,1.77,overcast clouds
346,Illapel,CL,-31.6308,-71.1653,79.18,45,0,7.05,clear sky
347,Kassala,SD,15.451,36.4,81.88,24,86,9.95,overcast clouds
348,Vitim,RU,59.4511,112.5578,8.47,97,98,3.53,overcast clouds
349,Warri,NG,5.5167,5.75,99.59,23,97,3.27,overcast clouds
350,Matina,CR,10.0761,-83.2895,69.67,61,4,0.92,clear sky
351,Hunterville,NZ,-39.9333,175.5667,61.56,95,100,2.08,overcast clouds
352,Jerome,US,42.7241,-114.5186,36.95,86,90,18.41,light rain
353,Tirano,IT,46.2154,10.1679,46.47,99,100,9.35,overcast clouds
354,Raga,SS,8.4596,25.678,87.67,17,45,7.09,scattered clouds
355,Padang,ID,-0.9492,100.3543,78.85,87,31,3.51,scattered clouds
356,Necochea,AR,-38.5473,-58.7368,76.03,39,0,11.32,clear sky
357,Mount Pleasant,US,32.7941,-79.8626,52.0,97,90,1.99,mist
358,Kendal,GB,54.3268,-2.7476,42.39,77,9,3.27,clear sky
359,Inuvik,CA,68.3499,-133.7218,-15.84,73,90,4.61,light snow
360,Mount Gambier,AU,-37.8333,140.7667,60.71,100,90,10.36,overcast clouds
361,Abu Samrah,SY,35.3029,37.1841,55.4,77,34,4.21,scattered clouds
362,Eureka,US,40.8021,-124.1637,52.57,94,100,4.12,overcast clouds
363,Khasan,RU,42.4308,130.6434,16.0,51,2,4.56,clear sky
364,Jiwani,PK,25.05,61.7417,71.15,54,7,14.41,clear sky
365,Tiksi,RU,71.6872,128.8694,-35.95,97,38,4.43,scattered clouds
366,Siderno,IT,38.2779,16.302,63.57,67,2,8.81,clear sky
367,Halifax,CA,44.6453,-63.5724,39.42,87,100,7.0,overcast clouds
368,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.0,59,100,11.32,overcast clouds
369,Namatanai,PG,-3.6667,152.4333,78.66,85,70,5.3,moderate rain
370,Nassau,US,40.7507,-73.5829,38.66,81,90,1.01,overcast clouds
371,Oksfjord,NO,70.2396,22.3479,21.38,87,100,7.23,light snow
372,West Odessa,US,31.8424,-102.4988,43.83,36,1,12.66,clear sky
373,Kysyl-Syr,RU,63.8986,122.7617,-51.52,99,59,4.16,broken clouds
374,Taltal,CL,-25.4,-70.4833,68.99,74,23,4.63,few clouds
375,Tsogni,GA,-2.7942,10.0988,80.38,78,100,8.7,light rain
376,Sinnamary,GF,5.3833,-52.95,79.57,80,82,8.05,broken clouds
377,Lebork,PL,54.5392,17.7501,38.98,95,91,12.75,overcast clouds
378,Makakilo City,US,21.3469,-158.0858,70.12,88,20,4.61,light intensity drizzle
379,Luwingu,ZM,-10.2621,29.9271,66.51,94,100,3.76,light rain
380,Pudozh,RU,61.8099,36.5345,29.08,96,100,9.4,light snow
381,Balingasay,PH,16.3573,119.8564,78.64,73,45,9.6,scattered clouds
382,Mackay,AU,-21.15,149.2,83.68,89,40,5.75,scattered clouds
383,Le Port,RE,-20.9373,55.2919,82.62,79,84,5.64,broken clouds
384,Longonjo,AO,-12.9067,15.2533,72.79,78,81,0.96,light rain
385,Sint-Niklaas,BE,51.16,4.1089,44.42,83,80,16.46,broken clouds
386,Vallenar,CL,-28.5708,-70.7581,79.16,45,0,7.16,clear sky
387,Luzhou,CN,28.8724,105.4405,50.23,76,100,2.35,overcast clouds
388,Ebeltoft,DK,56.1944,10.6821,37.42,87,90,13.8,overcast clouds
389,Lasa,IT,46.6166,10.7002,38.28,95,100,8.66,overcast clouds
390,Ilembo,TZ,-9.25,33.3833,64.74,84,100,0.78,light rain
391,Asilah,MA,35.465,-6.0348,62.46,66,17,12.26,few clouds
392,Nantucket,US,41.2835,-70.0995,49.24,82,1,24.16,clear sky
393,Margate,GB,51.3813,1.3862,44.89,69,6,8.01,clear sky
394,Luderitz,NA,-26.6481,15.1594,72.34,55,0,25.34,clear sky
395,Talara,PE,-4.5772,-81.2719,74.16,73,0,12.66,clear sky
396,Matay,EG,28.419,30.7792,63.19,40,0,6.58,clear sky
397,Areka,ET,7.0667,37.7,74.55,43,38,2.39,scattered clouds
398,Tecoanapa,MX,16.5167,-98.75,78.1,65,0,2.33,clear sky
399,Hambantota,LK,6.1241,81.1185,75.54,100,40,3.44,scattered clouds
400,Vieques,PR,18.425,-65.8329,81.9,74,40,13.8,scattered clouds
401,Alofi,NU,-19.0595,-169.9187,75.09,94,88,3.44,overcast clouds
402,Sitka,US,57.0531,-135.33,13.89,62,1,5.75,clear sky
403,Bratslav,UA,48.8226,28.9407,49.14,84,100,11.12,overcast clouds
404,Ust-Ilimsk,RU,58.0006,102.6619,13.6,91,100,5.26,overcast clouds
405,Upata,VE,8.0086,-62.3989,78.19,36,13,5.97,few clouds
406,Ushtobe,KZ,45.2514,77.9838,34.63,97,100,5.91,overcast clouds
407,Karachi,PK,24.9056,67.0822,66.02,77,0,5.75,smoke
408,Galesong,ID,-5.3166,119.3661,77.02,80,100,3.47,moderate rain
409,Saldanha,ZA,-33.0117,17.9442,77.05,81,56,17.36,broken clouds
410,Hobyo,SO,5.3505,48.5268,79.83,70,76,16.78,broken clouds
411,Rock Sound,BS,24.9,-76.2,76.32,71,10,6.2,clear sky
412,Samana,DO,19.2056,-69.3369,75.42,88,40,4.61,scattered clouds
413,Qasigiannguit,GL,68.8193,-51.1922,35.85,56,100,14.16,overcast clouds
414,Jutai,BR,-5.1833,-68.9,77.94,92,100,0.6,overcast clouds
415,Yumen,CN,40.2833,97.2,21.56,43,100,10.96,overcast clouds
416,Lavrentiya,RU,65.5833,-171.0,12.52,59,92,3.33,overcast clouds
417,Romny,UA,50.751,33.4747,36.19,98,100,6.15,overcast clouds
418,Puksoozero,RU,62.5903,40.6066,16.65,94,100,9.01,light snow
419,Garowe,SO,8.4054,48.4845,84.4,35,37,9.04,scattered clouds
420,Lumatil,PH,5.8747,124.8883,79.54,81,76,5.39,broken clouds
421,Galveston,US,29.3669,-94.9669,62.96,94,40,0.0,scattered clouds
422,Moron,AR,-34.6534,-58.6198,80.02,44,0,5.01,clear sky
423,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,13.8,scattered clouds
424,Eyl,SO,7.9803,49.8164,78.48,69,35,16.46,scattered clouds
425,Mikhaylov,RU,54.2292,39.0186,25.03,98,100,11.68,light snow
426,Camopi,GF,3.1655,-52.3158,83.7,66,81,3.98,broken clouds
427,Isoka,ZM,-10.1606,32.6335,73.17,76,97,0.98,moderate rain
428,La Libertad,EC,-2.2333,-80.9,76.66,73,20,4.61,few clouds
429,Biltine,TD,14.5333,20.9167,85.03,16,6,7.81,clear sky
430,Beinamar,TD,8.6698,15.3813,91.71,17,96,4.54,overcast clouds
431,Carutapera,BR,-1.195,-46.02,84.87,67,67,6.96,broken clouds
432,Sabang,ID,5.8933,95.3214,81.86,75,77,14.41,broken clouds
433,Linhares,BR,-19.3911,-40.0722,87.42,52,98,9.98,overcast clouds
434,Bocas Del Toro,PA,9.3333,-82.25,88.07,69,52,4.54,broken clouds
435,Sangar,RU,63.9242,127.4739,-48.24,99,52,0.87,broken clouds
436,Uray,RU,60.1247,64.7758,-11.96,98,6,4.32,clear sky
437,Aliwal North,ZA,-30.6937,26.7114,88.86,9,1,16.04,clear sky
438,Bhakkar,PK,31.6253,71.0657,51.96,83,1,5.84,clear sky
439,Yatou,CN,37.15,122.3833,30.78,62,48,5.5,scattered clouds
440,Cuiluan,CN,47.72,128.648,-1.84,99,100,1.05,overcast clouds
441,Talnakh,RU,69.4865,88.3972,-7.8,88,100,10.76,overcast clouds
442,Ternate,ID,0.8,127.4,80.65,81,80,3.6,broken clouds
443,Auki,SB,-8.7676,160.7034,78.67,88,100,6.69,overcast clouds
444,Kalmunai,LK,7.4167,81.8167,76.59,88,21,8.7,few clouds
445,San Rafael Del Sur,NI,11.8485,-86.4384,76.17,51,0,14.76,clear sky
446,Oranjestad,AW,12.524,-70.027,83.91,59,20,10.0,few clouds
447,Mokhsogollokh,RU,61.4681,128.9203,-47.85,100,61,1.5,broken clouds
448,San Ignacio,BZ,17.1561,-89.0714,69.94,94,75,0.0,broken clouds
449,Bambanglipuro,ID,-7.95,110.2833,77.61,69,99,2.1,overcast clouds
450,Baruun-Urt,MN,46.6806,113.2792,2.35,87,8,6.55,clear sky
451,Ahuimanu,US,21.4447,-157.8378,71.31,89,90,10.36,moderate rain
452,Puerto Narino,CO,-3.7703,-70.3831,82.35,48,50,3.76,scattered clouds
453,Nosy Varika,MG,-20.5833,48.5333,80.42,85,100,10.74,overcast clouds
454,Zabaykalsk,RU,49.6333,117.3167,-7.62,99,30,2.33,scattered clouds
455,Leeton,AU,-34.5667,146.4,67.91,100,90,14.97,thunderstorm with light rain
456,Khandyga,RU,62.6667,135.6,-51.39,100,78,0.81,broken clouds
457,Kargasok,RU,59.0556,80.8572,-0.58,91,13,10.92,few clouds
458,Kouqian,CN,43.6391,126.4578,5.86,80,74,4.94,broken clouds
459,Yenagoa,NG,4.9247,6.2642,97.16,29,25,4.45,scattered clouds
460,Acapulco,MX,16.8634,-99.8901,73.22,88,40,0.0,scattered clouds
461,Ridgecrest,US,35.6225,-117.6709,28.26,86,20,3.44,few clouds
462,Amuntai,ID,-2.4177,115.2494,74.89,95,68,2.06,broken clouds
463,Puerto Leguizamo,CO,-0.1934,-74.7819,86.72,40,99,7.58,overcast clouds
464,Mondeville,FR,49.175,-0.3224,45.55,75,90,8.05,overcast clouds
465,Altamira,BR,-3.2033,-52.2064,86.09,70,75,5.75,broken clouds
466,Majene,ID,-3.5403,118.9707,77.79,88,100,4.72,moderate rain
467,Puerto Penasco,MX,31.3167,-113.5333,58.24,39,0,9.17,clear sky
468,Petauke,ZM,-14.2426,31.3253,69.51,91,100,2.91,moderate rain
469,Cabo San Lucas,MX,22.8909,-109.9124,67.51,83,0,0.56,clear sky
470,Terrace,CA,54.5163,-128.6035,-0.49,60,1,20.71,clear sky
471,Bangui,CF,4.3612,18.555,93.38,43,100,3.44,overcast clouds
472,Roald,NO,62.5833,6.1333,36.91,80,75,17.27,broken clouds
473,Truth Or Consequences,US,33.1284,-107.2528,39.43,38,1,9.22,clear sky
474,Villa Maria,AR,-32.4075,-63.2402,85.03,27,99,5.32,overcast clouds
475,Hervey Bay,AU,-25.2986,152.8535,77.11,87,75,15.59,broken clouds
476,Tuatapere,NZ,-46.1333,167.6833,53.82,79,61,8.43,broken clouds
477,Chimore,BO,-16.9833,-65.1333,82.04,78,99,2.24,overcast clouds
478,Mahon,ES,39.8885,4.2658,50.56,71,75,18.41,broken clouds
479,Otane,NZ,-39.8833,176.6333,66.0,98,100,3.74,overcast clouds
480,Tezu,IN,27.9167,96.1667,60.03,48,43,4.68,scattered clouds
481,Katangli,RU,51.7102,143.2326,-6.79,88,74,15.52,broken clouds
482,Bonavista,CA,48.6499,-53.1147,27.12,61,23,25.37,few clouds
483,Victor Harbor,AU,-35.5667,138.6167,62.69,91,100,1.99,overcast clouds
484,Cherskiy,RU,68.75,161.3,-10.01,100,95,3.49,overcast clouds
485,Dhekiajuli,IN,26.7,92.5,60.71,55,41,3.11,scattered clouds
486,Mandurah,AU,-32.55,115.7,75.45,78,0,13.47,clear sky
487,Ipixuna,BR,-1.7625,-48.8043,84.15,67,90,2.93,overcast clouds
488,Emba,KZ,48.8264,58.1442,31.95,99,100,8.59,light snow
489,Buchanan,LR,5.8808,-10.0467,91.36,66,55,9.15,broken clouds
490,High Prairie,CA,55.4334,-116.4858,-24.5,100,99,3.47,overcast clouds
491,Sarkand,KZ,45.41,79.9186,32.2,93,97,2.57,overcast clouds
492,Lethem,GY,3.3803,-59.7968,89.08,35,92,11.68,overcast clouds
493,Broome,US,42.2506,-75.833,32.83,75,1,3.0,clear sky
494,Torbay,CA,47.6666,-52.7314,25.57,79,90,3.0,light shower snow
495,Mapiripan,CO,2.8892,-72.1256,88.32,32,96,12.59,overcast clouds
496,San Pedro,PH,14.35,121.0167,79.36,74,75,6.91,broken clouds
497,Edson,CA,53.5835,-116.4356,-16.46,76,90,0.0,light snow
498,Terenos,BR,-20.4422,-54.8603,83.91,65,75,3.44,broken clouds
499,Lesozavodsk,RU,45.4794,133.4244,-14.51,99,99,2.37,overcast clouds
500,Tayoltita,MX,24.0833,-105.9333,63.43,34,0,4.29,clear sky
501,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,56,40,18.41,scattered clouds
502,Belmonte,BR,-15.8631,-38.8828,86.5,64,90,11.23,overcast clouds
503,Karatau,KZ,43.1667,70.4667,36.61,97,100,4.23,overcast clouds
504,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,93,90,34.52,overcast clouds
505,Oum Hadjer,TD,13.2954,19.6966,87.37,17,17,0.4,few clouds
506,Nizhniy Tsasuchey,RU,50.5167,115.1333,-5.03,97,28,4.97,scattered clouds
507,Zhigansk,RU,66.7697,123.3711,-49.65,99,64,7.81,broken clouds
508,Malanje,AO,-9.5402,16.341,71.92,88,98,4.83,light rain
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,68,75,6.71,light snow
510,Rio Grande,BR,-32.035,-52.0986,73.51,64,100,23.0,overcast clouds
511,Nemuro,JP,43.3236,145.575,26.33,66,45,24.72,scattered clouds
512,Kijang,KR,35.2442,129.2139,38.93,90,100,7.92,overcast clouds
513,Ewa Beach,US,21.3156,-158.0072,71.55,88,20,4.0,light intensity drizzle
514,Tel Aviv-Yafo,IL,32.0805,34.7805,62.78,79,40,4.61,scattered clouds
515,Buin,CL,-33.7333,-70.75,78.73,32,0,5.93,clear sky
516,Ust-Karsk,RU,52.7011,118.8077,-16.29,99,75,3.18,broken clouds
517,Nesbyen,NO,60.5681,9.1027,26.89,93,95,4.12,overcast clouds
518,Salalah,OM,17.0151,54.0924,80.69,29,0,19.57,clear sky
519,Marienburg,PL,54.0359,19.0266,39.11,79,62,12.44,broken clouds
520,Sambava,MG,-14.2667,50.1667,79.54,85,100,3.67,moderate rain
521,Talcahuano,CL,-36.7167,-73.1167,64.08,63,0,8.05,clear sky
522,Bowen,AU,-20.0167,148.2333,73.62,84,64,4.14,broken clouds
523,Gisborne,NZ,-38.6533,178.0042,64.42,92,98,3.67,overcast clouds
524,Kloulklubed,PW,7.0419,134.2556,75.7,78,99,10.07,overcast clouds
525,Kifri,IQ,34.6959,44.9661,50.11,61,0,9.98,clear sky
526,Dong Hoi,VN,17.4833,106.6,69.75,92,97,1.28,overcast clouds
527,Charters Towers,AU,-20.1,146.2667,85.14,43,58,7.94,broken clouds
528,Roma,US,43.2128,-75.4557,34.43,67,1,12.66,clear sky
529,Kavaratti,IN,10.5669,72.642,81.3,71,17,8.86,few clouds
530,Lisburn,GB,54.5234,-6.0353,41.22,81,20,3.44,few clouds
531,Lerwick,GB,60.1545,-1.1494,37.4,62,61,22.86,broken clouds
532,Erzincan,TR,39.75,39.5,22.3,93,90,1.14,mist
533,Barda,AZ,40.3744,47.1267,49.28,48,9,6.67,clear sky
534,Cap Malheureux,MU,-19.9842,57.6142,81.46,72,93,4.0,overcast clouds
535,Ust-Nera,RU,64.5667,143.2,-11.6,98,100,1.59,overcast clouds
536,Itarema,BR,-2.9248,-39.9167,84.2,63,100,14.12,overcast clouds
537,Maniitsoq,GL,65.4167,-52.9,25.99,81,100,19.28,light snow
538,Bokoro,TD,12.3807,17.0568,87.46,17,36,4.94,scattered clouds
539,Boguchany,RU,58.3814,97.4531,18.81,98,100,3.8,overcast clouds
540,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,73,66,9.51,broken clouds
541,Upington,ZA,-28.4478,21.2561,98.98,10,20,6.91,few clouds
542,Paamiut,GL,61.994,-49.6678,22.12,81,100,7.76,light snow
543,Wufeng,CN,27.45,104.8333,36.52,94,100,5.39,overcast clouds
544,Krivosheino,RU,57.3431,83.9261,5.31,90,99,8.68,overcast clouds
545,Athabasca,CA,54.7169,-113.2854,-31.18,100,100,3.33,overcast clouds
546,Hirara,JP,24.8,125.2833,72.46,73,100,11.5,overcast clouds
547,Mochicahui,MX,25.9333,-108.9333,55.22,59,12,4.99,few clouds
548,Ziro,IN,27.6333,93.8333,37.71,81,31,2.24,scattered clouds
549,Horta,PT,38.5333,-28.6333,64.04,88,20,12.66,few clouds
550,Phenix City,US,32.471,-85.0008,48.78,83,1,0.0,clear sky
551,Nelson Bay,AU,-32.7167,152.15,74.08,90,64,1.99,broken clouds
552,Jardim,BR,-21.4803,-56.1381,85.69,58,100,6.73,overcast clouds
553,Mutoko,ZW,-17.397,32.2268,72.43,70,100,4.0,light rain
554,Coquimbo,CL,-29.9533,-71.3436,62.33,88,90,9.22,overcast clouds
555,Mayo,US,38.8876,-76.5119,38.12,82,100,1.01,overcast clouds
556,Manama,BH,26.2154,50.5832,60.98,45,20,17.27,few clouds
557,Kanye,BW,-24.9667,25.3327,88.75,21,80,7.36,broken clouds
558,Dalvik,IS,65.9702,-18.5286,30.13,70,100,10.47,overcast clouds
559,Faya,SA,18.3851,42.4509,59.11,70,76,4.61,broken clouds
560,Mayumba,GA,-3.432,10.6554,81.14,80,96,10.18,light rain
561,Hualmay,PE,-11.0964,-77.6139,73.04,77,72,8.61,broken clouds
562,Arlit,NE,18.7369,7.3853,78.91,14,0,2.82,clear sky
563,Natal,BR,-5.795,-35.2094,86.65,66,75,14.97,broken clouds
564,Marystown,CA,47.1666,-55.1483,30.85,100,83,5.99,broken clouds
565,Grand Island,US,40.925,-98.342,7.75,54,1,18.41,clear sky
566,Sulangan,PH,11.1373,123.7228,78.78,77,76,15.86,broken clouds
567,Batie,BF,9.8833,-2.9167,93.61,12,80,6.33,broken clouds
568,Herat,AF,34.5,62.0,47.73,53,100,2.35,overcast clouds
569,Mugumu,TZ,-1.85,34.7,72.7,49,100,5.37,overcast clouds
570,Blagoyevo,RU,63.3667,47.9167,-9.8,94,93,7.94,overcast clouds
571,Sao Filipe,CV,14.8961,-24.4956,76.46,58,78,6.55,broken clouds
572,Kampot,KH,10.6167,104.1833,75.25,74,91,4.94,overcast clouds
573,Belaya Gora,RU,68.5333,146.4167,-21.55,96,100,3.06,overcast clouds
574,Shumskiy,RU,54.8318,99.1328,15.4,92,100,2.24,overcast clouds
575,Sorland,NO,67.667,12.6934,31.86,74,75,27.63,light snow
576,Andenes,NO,69.3143,16.1194,28.38,86,75,29.93,light snow
577,Namibe,AO,-15.1961,12.1522,74.44,73,32,11.45,scattered clouds
578,Ugoofaaru,MV,5.6667,73.0,81.97,74,92,12.55,overcast clouds
579,Nishihara,JP,26.1842,127.7558,68.05,91,90,10.36,light intensity shower rain
580,Tautira,PF,-17.7333,-149.15,77.02,73,9,4.41,clear sky
581,Neyshabur,IR,36.2133,58.7958,41.0,85,100,2.55,overcast clouds
582,Valenca,BR,-13.3703,-39.0731,86.77,54,100,6.13,overcast clouds
583,Udachnyy,RU,66.4167,112.4,-11.56,83,100,13.94,overcast clouds
584,Salaga,GH,8.5508,-0.5188,97.77,14,39,4.03,scattered clouds
585,Novo Aripuana,BR,-5.1206,-60.3797,80.04,83,100,3.76,overcast clouds
586,Piopio,NZ,-38.4667,175.0167,63.43,98,100,1.39,overcast clouds
587,Marzuq,YE,14.4,46.4667,70.03,63,59,3.78,broken clouds
588,Ucluelet,CA,48.9329,-125.5528,33.1,93,100,4.61,overcast clouds
589,Kununurra,AU,-15.7667,128.7333,84.18,84,100,9.22,overcast clouds
590,Rogaska Slatina,SI,46.2375,15.6397,48.74,94,100,8.1,light rain
591,Varadero,CU,23.1536,-81.2514,72.36,76,24,5.23,few clouds
592,Magistralnyy,RU,56.1725,107.4458,2.97,96,41,3.67,scattered clouds
593,Tyrma,RU,50.0833,132.1667,-23.35,97,70,1.81,broken clouds
594,Sinaloa,MX,25.0,-107.5,54.05,52,0,2.59,clear sky
595,Bilibino,RU,68.0546,166.4372,-3.51,95,96,3.83,overcast clouds
596,Neryungri,RU,56.6709,124.6491,-24.07,97,97,1.66,overcast clouds
597,Nome,US,64.5011,-165.4064,21.27,35,1,8.05,clear sky
598,Harper,LR,4.375,-7.7169,85.14,65,84,7.43,light rain
599,Boa Vista,BR,2.8197,-60.6733,85.98,45,0,17.27,clear sky
600,Abashiri,JP,44.0213,144.2697,23.95,78,96,15.64,overcast clouds
601,Jiexiu,CN,37.0244,111.9125,33.24,52,76,0.54,broken clouds
602,Severo-Kurilsk,RU,50.6789,156.125,27.79,69,98,11.52,overcast clouds
603,Yakeshi,CN,49.2833,120.7333,-23.44,100,83,2.21,broken clouds
604,High Level,CA,58.5169,-117.136,-38.09,74,1,0.0,mist
605,Kirakira,SB,-10.4544,161.9205,78.3,90,100,7.7,overcast clouds
606,Morondava,MG,-20.2833,44.2833,83.14,74,10,9.55,light rain
607,Mandera,KE,3.9366,41.867,97.21,23,100,8.08,overcast clouds
608,Mana,GF,5.6592,-53.7767,80.33,76,62,8.32,broken clouds
609,Diego De Almagro,CL,-26.3667,-70.05,76.24,30,0,8.48,clear sky
610,Tacna,PE,-18.0056,-70.2483,68.2,60,0,4.61,clear sky
611,Houma,US,29.5958,-90.7195,57.2,91,100,4.63,overcast clouds
612,Kayes,ML,14.0,-11.0,91.62,11,30,5.68,scattered clouds
613,Kuznechikha,RU,57.2161,42.3348,13.71,95,100,10.71,overcast clouds
614,Ketchikan,US,55.3422,-131.6461,19.38,67,1,4.61,clear sky
615,Miranda,CO,3.2499,-76.2281,69.93,82,86,2.62,overcast clouds
616,Luwuk,ID,-0.9516,122.7875,78.24,77,59,3.87,broken clouds
617,Oussouye,SN,12.485,-16.5469,93.38,20,84,2.64,broken clouds
618,Zhetysay,KZ,40.7333,68.3,47.43,73,100,4.14,moderate rain
619,Much,DE,50.9167,7.4,42.03,75,75,21.85,broken clouds
620,Abu Dhabi,AE,24.4667,54.3667,66.31,58,20,5.99,few clouds
621,Cutro,IT,39.0353,16.9819,58.39,88,0,17.27,clear sky
622,Batouri,CM,4.4333,14.3667,93.38,17,92,5.21,overcast clouds
623,Lianran,CN,24.9227,102.485,48.74,77,0,4.12,clear sky
624,Calvia,ES,39.5657,2.5062,50.92,84,100,15.73,overcast clouds
625,Vrangel,RU,42.7297,133.0839,15.19,51,0,8.3,clear sky
626,Port Macquarie,AU,-31.4333,152.9167,73.89,94,75,10.36,broken clouds
627,Pedra,BR,-8.4969,-36.9408,88.34,36,65,6.64,broken clouds
628,Oster,UA,50.9506,30.8823,47.1,92,100,4.72,overcast clouds
629,Anzio,IT,41.4853,12.6179,60.31,81,36,19.22,scattered clouds
630,Tingi,TZ,-11.3,35.0333,75.42,69,98,2.46,light rain
631,Sur,OM,22.5667,59.5289,72.5,55,0,7.58,clear sky
632,Awbari,LY,26.5921,12.7805,68.9,21,3,8.23,clear sky
633,Yucca Valley,US,34.1142,-116.4322,52.7,57,25,1.01,scattered clouds
634,Moog,PH,8.6011,124.4658,77.32,90,54,5.75,broken clouds
635,Mawlaik,MM,23.6333,94.4167,61.88,76,12,0.94,few clouds
636,Ziarat,PK,30.3823,67.7282,33.91,73,2,3.06,clear sky
637,Viedma,AR,-40.8135,-62.9967,83.64,13,7,15.61,clear sky
638,Guipavas,FR,48.4352,-4.3972,47.07,68,0,1.14,clear sky
639,Huilong,CN,31.8111,121.655,46.04,84,100,14.52,overcast clouds
640,Jos,NG,9.9167,8.9,82.47,21,94,4.97,overcast clouds
641,Celestun,MX,20.8667,-90.4,72.61,70,12,6.67,few clouds
642,Stanovoye,RU,52.7638,38.3582,34.65,99,100,15.68,overcast clouds
643,Tapejara,BR,-28.0681,-52.0139,76.24,71,28,9.24,scattered clouds
644,Tromso,NO,69.6496,18.957,23.02,80,75,0.0,broken clouds
645,Port Augusta,AU,-32.5,137.7667,66.34,75,2,16.67,clear sky
646,Ayan,RU,56.45,138.1667,-9.47,78,0,12.73,clear sky
647,Batagay-Alyta,RU,67.8006,130.4114,-43.56,96,7,3.96,clear sky
648,Moerai,PF,-22.4333,-151.3333,78.31,77,100,4.45,light rain
649,Dongkan,CN,33.9997,119.8308,39.69,71,100,5.23,overcast clouds
650,Amapa,BR,1.0,-52.0,81.34,74,90,3.74,overcast clouds
651,Panzhihua,CN,26.5851,101.7128,50.13,57,0,1.63,clear sky
652,Zelenogorskiy,RU,55.0333,87.0,18.12,95,100,4.07,overcast clouds
653,Bekhtery,UA,46.251,32.2927,44.01,85,7,13.15,clear sky
654,Umm Kaddadah,SD,13.6017,26.6876,77.49,16,3,12.68,clear sky
655,Ormara,PK,25.2088,64.6357,71.35,61,0,6.29,clear sky
656,Belyy Yar,RU,53.6039,91.3903,10.29,89,87,2.24,smoke
657,Daru,PG,-9.0763,143.2092,78.15,85,100,10.6,light rain
658,Birao,CF,10.2849,22.7882,89.73,14,51,9.04,broken clouds
659,Kirovsk,UA,48.6375,38.6428,39.47,98,100,17.36,overcast clouds
660,Izhma,RU,65.0083,53.9113,-22.59,99,34,3.56,scattered clouds
661,Caravelas,BR,-17.7125,-39.2481,86.05,56,100,10.92,overcast clouds
662,Zvishavane,ZW,-20.3267,30.0665,80.28,55,100,6.04,overcast clouds
663,Seoul,KR,37.5683,126.9778,27.84,60,0,1.14,clear sky
664,Baracoa,CU,20.3467,-74.4958,79.56,72,74,6.85,broken clouds
665,Le Vauclin,MQ,14.5452,-60.8388,78.93,88,75,20.71,broken clouds
666,Januaria,BR,-15.4833,-44.3667,78.4,82,95,4.68,overcast clouds
667,Mount Isa,AU,-20.7333,139.5,87.57,12,0,10.36,clear sky
668,Paita,PE,-5.0892,-81.1144,73.96,69,10,9.24,clear sky
669,Callaguip,PH,18.0714,120.4867,75.52,72,72,2.64,broken clouds
670,Polunochnoye,RU,60.8697,60.4153,-19.28,97,9,3.56,clear sky
671,Sydney Mines,CA,46.2367,-60.2177,32.0,82,98,4.0,overcast clouds
672,Harbour Breton,CA,47.4833,-55.7983,30.99,76,100,27.27,light snow
673,Murgab,TM,37.4966,61.9714,46.27,87,90,4.61,overcast clouds
674,Turhal,TR,40.3875,36.0811,49.98,56,5,4.52,clear sky
675,Porto Nacional,BR,-10.7081,-48.4172,82.4,82,65,2.33,broken clouds
676,Laohekou,CN,32.3858,111.6678,42.22,75,99,4.47,overcast clouds
677,Harstad,NO,68.799,16.5293,27.63,100,100,5.99,snow
678,Yelizovo,RU,53.1873,158.3805,24.94,68,75,7.0,broken clouds
679,Pittsburg,US,38.028,-121.8847,54.0,92,75,3.0,broken clouds
680,Bismarck,US,46.8083,-100.7837,-2.36,78,90,18.41,overcast clouds
681,Ixtapa,MX,20.7,-105.2,72.16,46,0,1.52,clear sky
682,Tazovskiy,RU,67.4667,78.7,-12.57,93,100,16.51,overcast clouds
683,Goderich,CA,43.7501,-81.7165,36.91,80,100,19.57,overcast clouds
684,Alekseyevka,RU,50.6309,38.6903,35.96,100,100,14.45,overcast clouds
685,Humberto De Campos,BR,-2.5983,-43.4611,86.05,63,21,9.1,moderate rain
686,Langres,FR,47.8333,5.3333,38.25,80,29,10.45,scattered clouds
687,Chivilcoy,AR,-34.8957,-60.0167,80.49,15,0,8.21,clear sky
688,Gambela,ET,8.25,34.5833,86.79,33,100,2.1,overcast clouds
689,Virginia Beach,US,36.8529,-75.978,47.01,90,90,8.05,overcast clouds
