City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Havoysund,NO,2021-12-31 23:00:51,70.9963,24.6622,27.48,57,99,16.64
292,Madaoua,NE,2021-12-31 23:00:52,14.073,5.96,66.6,19,1,10.42
293,Klyuchi,RU,2021-12-31 23:00:52,52.2667,79.1667,7.59,84,100,6.6
294,Kuching,MY,2021-12-31 23:00:33,1.55,110.3333,75.42,100,40,2.3
295,Aksu,CN,2021-12-31 23:00:25,41.1231,80.2644,18.3,75,42,1.07
296,Sarkikaraagac,TR,2021-12-31 23:00:53,38.0794,31.3664,35.56,94,58,1.25
297,Warrington,GB,2021-12-31 23:00:54,53.3925,-2.5802,56.68,89,40,1.01
298,Yamada,JP,2021-12-31 23:00:54,39.4667,141.95,20.37,67,41,8.5
299,Cockburn Town,TC,2021-12-31 23:00:54,21.4612,-71.1419,78.15,67,0,18.57
300,Dingle,PH,2021-12-31 23:00:55,10.9995,122.6711,74.46,89,100,11.21
301,Adrar,MR,2021-12-31 23:00:55,20.5022,-10.0711,66.72,21,0,10.56
302,Coahuayana,MX,2021-12-31 23:00:56,18.7333,-103.6833,81.66,56,0,5.44
303,Jieshou,CN,2021-12-31 23:00:56,33.2634,115.3611,34.75,44,26,5.48
304,Jutai,BR,2021-12-31 23:00:56,-5.1833,-68.9,80.96,76,99,1.83
305,Telchac,MX,2021-12-31 23:00:57,21.2,-89.2667,85.12,53,21,10.65
306,Burnie,AU,2021-12-31 23:00:57,-41.0667,145.9167,73.26,46,23,4.14
307,Saskylakh,RU,2021-12-31 23:00:58,71.9167,114.0833,-45.87,97,99,3.69
308,Paita,PE,2021-12-31 23:00:58,-5.0892,-81.1144,70.65,78,26,15.82
309,Rio Das Pedras,BR,2021-12-31 22:57:51,-22.8433,-47.6061,68.47,88,92,3.58
310,Klaksvik,FO,2021-12-31 23:00:59,62.2266,-6.589,40.12,66,100,22.08
311,Acapulco,MX,2021-12-31 22:58:24,16.8634,-99.8901,81.32,65,0,8.03
312,Sakakah,SA,2021-12-31 23:00:59,29.9697,40.2064,49.12,74,14,10.11
313,Kunashak,RU,2021-12-31 23:01:00,55.7032,61.5498,16.32,95,67,5.53
314,Pampa,US,2021-12-31 23:01:00,35.5362,-100.9599,60.84,48,40,13.8
315,Zabol,AF,2021-12-31 23:01:01,32.25,67.25,32.4,98,97,13.09
316,Sobolevo,RU,2021-12-31 23:01:01,54.4299,31.8996,32.95,99,100,4.85
317,Sao Joao Da Barra,BR,2021-12-31 22:51:02,-21.6403,-41.0511,75.83,91,100,16.04
318,Suksun,RU,2021-12-31 23:01:01,57.1431,57.3949,12.79,92,100,8.84
319,Vangaindrano,MG,2021-12-31 23:02:02,-23.35,47.6,75.4,92,84,4.05
320,Souillac,MU,2021-12-31 23:02:03,-20.5167,57.5167,75.58,83,40,0.0
321,Batagay-Alyta,RU,2021-12-31 23:02:03,67.8006,130.4114,-38.36,96,90,0.74
322,Champerico,GT,2021-12-31 23:02:03,14.3,-91.9167,86.76,65,1,10.6
323,Port-Gentil,GA,2021-12-31 23:02:04,-0.7193,8.7815,78.51,87,99,8.52
324,Fayaoue,NC,2021-12-31 23:02:04,-20.65,166.5333,79.95,83,100,21.47
325,Gimli,CA,2021-12-31 23:02:05,50.6336,-96.9907,-20.56,97,13,6.8
326,Zhovti Vody,UA,2021-12-31 23:02:05,48.3473,33.5003,32.94,98,100,9.31
327,Karachi,PK,2021-12-31 22:59:27,24.9056,67.0822,58.82,38,47,4.61
328,Kadoma,JP,2021-12-31 23:02:06,34.7333,135.5833,36.64,63,55,7.72
329,Batiano,PH,2021-12-31 23:02:06,7.5534,126.4907,72.91,96,100,4.16
330,Chokurdakh,RU,2021-12-31 22:52:15,70.6333,147.9167,-29.78,99,100,0.43
331,Songjianghe,CN,2021-12-31 23:02:07,42.1859,127.479,-4.7,81,1,4.65
332,George Town,MY,2021-12-31 23:02:07,5.4112,100.3354,78.89,85,20,10.36
333,Changde,CN,2021-12-31 23:02:08,29.0464,111.6783,48.49,30,99,1.1
334,Lorengau,PG,2021-12-31 23:02:08,-2.0226,147.2712,81.97,78,100,3.4
335,Ambovombe,MG,2021-12-31 23:02:09,-25.1667,46.0833,74.07,89,39,7.52
336,Tiksi,RU,2021-12-31 23:02:09,71.6872,128.8694,-33.84,100,96,2.89
337,Yasnogorsk,RU,2021-12-31 23:02:09,54.4803,37.6975,30.83,97,100,13.18
338,Shelburne,CA,2021-12-31 23:02:10,44.0787,-80.2041,38.28,96,95,3.74
339,College,US,2021-12-31 23:02:10,64.8569,-147.8028,-1.88,98,100,3.58
340,Kanigoro,ID,2021-12-31 23:02:10,-8.13,112.219,73.24,90,86,3.4
341,Salalah,OM,2021-12-31 22:52:20,17.0151,54.0924,73.54,80,46,8.39
342,Kampene,CD,2021-12-31 23:02:11,-3.6,26.6667,67.33,99,100,2.04
343,Santa Cruz,BO,2021-12-31 23:02:11,-17.8,-63.1667,81.21,78,3,5.12
344,Kagoro,NG,2021-12-31 23:02:12,9.6,8.3833,68.25,25,5,4.38
345,Umm Kaddadah,SD,2021-12-31 23:02:12,13.6017,26.6876,65.34,22,60,9.78
346,Vetovo,BG,2021-12-31 23:02:12,43.7,26.2667,44.33,89,56,12.53
347,Villarrubia De Los Ojos,ES,2021-12-31 23:02:13,39.2209,-3.608,46.98,47,0,2.55
348,Susa,TN,2021-12-31 22:59:26,35.8254,10.637,60.58,88,20,8.05
349,Basoko,CD,2021-12-31 23:02:14,1.2391,23.616,71.11,95,84,4.27
350,Bathsheba,BB,2021-12-31 23:02:14,13.2167,-59.5167,78.21,69,1,16.67
351,Rindal,NO,2021-12-31 23:02:14,63.0565,9.2124,26.94,96,87,5.14
352,Kapuskasing,CA,2021-12-31 23:02:15,49.4169,-82.4331,8.69,78,90,9.22
353,Florence,IT,2021-12-31 23:02:15,43.7667,11.25,54.1,98,75,2.3
354,Porosozero,RU,2021-12-31 23:02:15,62.7191,32.727,16.77,92,100,9.84
355,Novo Aripuana,BR,2021-12-31 23:02:16,-5.1206,-60.3797,75.87,92,99,2.08
356,Gayeri,BF,2021-12-31 23:02:16,12.6497,0.4931,72.55,13,64,9.26
357,Havelock,US,2021-12-31 23:02:17,34.8791,-76.9013,63.99,93,70,1.01
358,Cairns,AU,2021-12-31 23:02:17,-16.9167,145.7667,91.94,74,23,2.3
359,Kot Samaba,PK,2021-12-31 23:02:17,28.5522,70.4684,57.52,23,100,3.49
360,Praya,CV,2021-12-31 23:02:18,14.9215,-23.5087,75.31,71,100,11.54
361,Dikson,RU,2021-12-31 23:02:18,73.5069,80.5464,-16.55,100,98,5.91
362,Trairi,BR,2021-12-31 22:58:01,-3.2778,-39.2689,78.78,84,100,8.75
363,Nerchinskiy Zavod,RU,2021-12-31 23:02:19,51.3088,119.61,-7.78,99,100,1.07
364,Marrakesh,MA,2021-12-31 22:58:57,31.6315,-8.0083,60.87,39,3,4.61
365,Praia,CV,2021-12-31 23:02:18,14.9215,-23.5087,75.31,71,100,11.54
366,Jalu,LY,2021-12-31 23:03:20,29.0331,21.5482,57.25,74,16,17.4
367,Panacan,PH,2021-12-31 23:03:20,9.2463,118.4082,78.01,82,99,19.51
368,Goundi,TD,2021-12-31 23:03:21,9.3627,17.366,74.57,25,78,4.76
369,Kavieng,PG,2021-12-31 23:03:21,-2.5744,150.7967,83.37,73,100,3.04
370,Richards Bay,ZA,2021-12-31 23:03:21,-28.783,32.0377,67.01,94,72,4.05
371,Saint Cloud,US,2021-12-31 22:59:33,45.5608,-94.1625,9.52,77,100,1.99
372,Maine-Soroa,NE,2021-12-31 23:03:22,13.2114,12.0241,65.95,20,0,9.04
373,Brejning,DK,2021-12-31 23:03:22,55.6613,9.677,48.16,95,98,12.17
374,Rio Gallegos,AR,2021-12-31 23:03:23,-51.6226,-69.2181,53.6,32,86,29.75
375,Villeneuve-Sur-Lot,FR,2021-12-31 23:03:23,44.5,0.6667,52.88,87,36,5.61
376,Kashi,CN,2021-12-31 23:03:24,39.4547,75.9797,19.83,66,92,1.28
377,Buraydah,SA,2021-12-31 23:03:24,26.326,43.975,54.39,84,20,13.24
378,Skjervoy,NO,2021-12-31 23:03:25,70.0311,20.9714,32.5,59,100,27.51
379,Warrnambool,AU,2021-12-31 23:03:25,-38.3833,142.4833,73.81,59,89,6.62
380,Svetlogorsk,BY,2021-12-31 23:03:25,52.6333,29.7333,34.09,99,100,6.42
381,Urucara,BR,2021-12-31 23:03:26,-2.5364,-57.76,75.27,96,94,2.37
382,Preobrazheniye,RU,2021-12-31 23:03:26,42.9019,133.9064,2.19,58,4,8.59
383,Qostanay,KZ,2021-12-31 23:03:27,53.1667,63.5833,-2.2,85,16,6.15
384,Gat,IL,2021-12-31 23:02:03,31.61,34.7642,59.4,100,100,7.02
385,Turukhansk,RU,2021-12-31 23:03:27,65.8167,87.9833,-31.0,99,90,5.55
386,Bac Lieu,VN,2021-12-31 23:03:28,9.285,105.7244,72.75,84,73,8.59
387,Huntington,US,2021-12-31 23:02:49,38.4193,-82.4452,61.54,80,99,3.02
388,Kupang,ID,2021-12-31 23:03:28,-10.1667,123.5833,81.09,81,99,2.73
389,Tessalit,ML,2021-12-31 23:03:29,20.1986,1.0114,65.66,14,0,8.41
390,San Quintin,MX,2021-12-31 23:03:29,30.4833,-115.95,61.59,74,33,14.52
391,Kamaishi,JP,2021-12-31 23:03:29,39.2667,141.8833,22.15,72,42,12.5
392,Cumpas,MX,2021-12-31 23:03:30,29.9833,-109.7833,56.46,89,97,21.05
393,Ati,TD,2021-12-31 23:02:12,13.2154,18.3353,68.34,15,13,9.84
394,Labuhan,ID,2021-12-31 23:03:30,-6.8844,112.2051,77.74,86,100,6.11
395,Malatya,TR,2021-12-31 23:03:31,38.5,38.0,26.65,86,75,2.3
396,Dinajpur,BD,2021-12-31 23:00:28,25.6272,88.6386,59.14,65,79,5.86
397,Sorland,NO,2021-12-31 23:03:31,67.667,12.6934,34.16,54,100,22.24
398,Genhe,CN,2021-12-31 23:03:32,50.7833,121.5167,-5.73,85,100,1.74
399,Tiznit,MA,2021-12-31 23:03:32,29.5833,-9.5,63.18,25,28,4.29
400,Sukagawa,JP,2021-12-31 23:03:33,37.2833,140.3833,27.09,76,34,20.45
401,Barahona,DO,2021-12-31 23:03:33,18.2085,-71.1008,78.62,73,20,16.11
402,Mezcala,MX,2021-12-31 23:03:33,20.9333,-102.75,72.18,23,1,11.9
403,Yumen,CN,2021-12-31 23:03:34,40.2833,97.2,19.49,44,23,6.93
404,Tuatapere,NZ,2021-12-31 23:03:34,-46.1333,167.6833,61.83,73,93,7.11
405,Balaka,MW,2021-12-31 23:03:34,-14.9793,34.9558,69.58,92,76,0.4
406,Kovylkino,RU,2021-12-31 23:03:35,54.0388,43.9139,18.23,94,93,11.39
407,Malpura,IN,2021-12-31 23:03:35,26.2833,75.3833,53.42,47,70,4.38
408,Tigil,RU,2021-12-31 23:04:36,57.8,158.6667,23.56,83,100,10.8
409,Luderitz,NA,2021-12-31 23:04:36,-26.6481,15.1594,60.3,84,0,11.25
410,Phan Thiet,VN,2021-12-31 23:01:55,10.9333,108.1,69.82,73,29,7.23
411,Luena,AO,2021-12-31 23:04:15,-11.7833,19.9167,59.23,92,39,0.69
412,Wucheng,CN,2021-12-31 23:04:37,29.6008,118.175,40.75,53,95,1.32
413,Naze,JP,2021-12-31 23:04:38,28.3667,129.4833,54.93,62,100,10.74
414,Clearlake,US,2021-12-31 23:00:38,38.9582,-122.6264,52.36,60,19,4.83
415,Zhigansk,RU,2021-12-31 23:04:38,66.7697,123.3711,-31.18,95,100,12.48
416,Rochegda,RU,2021-12-31 23:04:39,62.8,43.25,19.54,95,100,8.01
417,Baculin,PH,2021-12-31 23:04:39,7.4525,126.5842,75.76,92,100,7.16
418,Copiapo,CL,2021-12-31 23:04:39,-27.3667,-70.3333,65.89,57,36,5.75
419,Anito,PH,2021-12-31 23:04:40,12.4497,125.2886,76.32,89,100,17.83
420,Tamandare,BR,2021-12-31 23:04:40,-8.7597,-35.1047,79.59,77,22,10.22
421,Taguatinga,BR,2021-12-31 23:04:41,-12.3857,-46.5711,69.91,97,100,1.92
422,Candelaria,PH,2021-12-31 23:04:41,13.9311,121.4233,72.7,90,92,10.07
423,Ranong,TH,2021-12-31 23:04:42,9.9658,98.6348,73.74,89,84,5.37
424,Finschhafen,PG,2021-12-31 23:04:42,-6.6024,147.8681,80.1,82,100,5.14
425,Humberto De Campos,BR,2021-12-31 23:04:42,-2.5983,-43.4611,75.2,95,86,4.25
426,Innisfail,AU,2021-12-31 23:04:43,-17.5333,146.0333,84.22,63,24,1.28
427,Pondicherry,IN,2021-12-31 23:04:43,11.93,79.83,73.62,91,79,9.71
428,Kiunga,PG,2021-12-31 23:04:43,-6.1219,141.2906,77.47,92,100,2.06
429,Banda Aceh,ID,2021-12-31 23:04:44,5.5577,95.3222,76.91,86,75,10.96
430,Jiuquan,CN,2021-12-31 23:04:44,39.7432,98.5174,16.63,47,8,6.73
431,Novyy Urgal,RU,2021-12-31 23:04:45,51.0736,132.5642,-41.04,100,46,0.6
432,Severnyy,RU,2021-12-31 23:04:46,50.677,36.5532,26.64,93,90,6.71
433,Nouakchott,MR,2021-12-31 23:02:03,18.0858,-15.9785,69.73,29,65,11.99
434,Grindavik,IS,2021-12-31 23:04:46,63.8424,-22.4338,36.07,75,90,21.85
435,Kudahuvadhoo,MV,2021-12-31 23:04:47,2.6708,72.8944,81.48,72,69,10.71
436,Palmer,US,2021-12-31 23:04:47,42.1584,-72.3287,48.07,86,90,4.61
437,Takaka,NZ,2021-12-31 23:04:47,-40.85,172.8,73.29,50,7,5.35
438,Kamenka,RU,2021-12-31 23:04:48,51.3223,42.7678,13.6,99,100,7.25
439,Aripuana,BR,2021-12-31 23:04:48,-9.1667,-60.6333,74.57,95,88,3.18
440,San Pedro,PH,2021-12-31 23:04:10,14.35,121.0167,75.31,79,89,15.86
441,Gamba,GA,2021-12-31 23:04:49,-2.65,10.0,75.92,93,100,2.93
442,Talca,CL,2021-12-31 23:04:49,-35.4333,-71.6667,82.11,22,0,13.94
443,Constitucion,CL,2021-12-31 23:04:49,-35.3333,-72.4167,60.78,72,0,19.77
444,Arona,ES,2021-12-31 23:04:50,28.0996,-16.681,69.13,28,0,1.01
445,Dapaong,TG,2021-12-31 23:04:50,10.8639,0.205,76.73,14,81,7.43
446,Duluth,US,2021-12-31 23:00:15,46.7833,-92.1066,9.81,69,20,1.01
447,Laramie,US,2021-12-31 23:04:51,41.3114,-105.5911,20.08,68,90,1.01
448,Hattiesburg,US,2021-12-31 23:03:42,31.3271,-89.2903,79.45,70,20,9.22
449,Rocha,UY,2021-12-31 23:04:51,-34.4833,-54.3333,70.66,82,38,9.62
450,Melioratorov,RU,2021-12-31 23:04:52,57.2107,65.6077,8.98,78,0,13.42
451,Tornio,FI,2021-12-31 23:05:52,65.8481,24.1466,12.22,84,10,9.84
452,Le Mars,US,2021-12-31 23:05:52,42.7942,-96.1656,17.11,67,90,18.41
453,Chunoyar,RU,2021-12-31 23:05:53,57.4467,97.3217,-7.64,100,100,2.86
454,Amahai,ID,2021-12-31 23:05:53,-3.3333,128.9167,80.58,77,85,2.68
455,La Romana,DO,2021-12-31 23:05:54,18.4273,-68.9728,78.53,73,40,5.75
456,Marietta,US,2021-12-31 23:05:54,33.9526,-84.5499,69.76,95,20,0.0
457,Miraflores,MX,2021-12-31 23:05:54,19.2167,-98.8083,74.03,32,0,4.52
458,Harnosand,SE,2021-12-31 23:05:55,62.6323,17.9379,21.99,83,16,10.85
459,Nagornyy,RU,2021-12-31 23:05:55,52.7959,83.5498,-1.05,87,100,4.9
460,Linxia,CN,2021-12-31 23:05:56,35.6003,103.2064,22.21,58,0,4.41
461,Okhotsk,RU,2021-12-31 23:05:56,59.3833,143.3,-21.39,76,1,19.8
462,Nome,US,2021-12-31 23:01:45,64.5011,-165.4064,-15.83,88,1,6.73
463,Bokhan,RU,2021-12-31 23:05:57,53.153,103.7714,-5.64,98,99,3.0
464,Bima,ID,2021-12-31 23:05:57,-8.4667,118.7167,78.33,89,100,1.45
465,Walla Walla,US,2021-12-31 23:03:20,46.0646,-118.343,25.9,83,75,3.0
466,Ust-Ilimsk,RU,2021-12-31 23:05:57,58.0006,102.6619,-17.19,100,96,4.38
467,Herne Bay,GB,2021-12-31 23:05:58,51.373,1.1286,56.3,92,76,1.01
468,Kolda,SN,2021-12-31 23:05:58,12.8833,-14.95,77.04,17,83,1.63
469,Rabat,MA,2021-12-31 23:02:03,33.9911,-6.8401,46.47,100,2,0.0
470,Quelimane,MZ,2021-12-31 23:05:59,-17.8786,36.8883,77.76,94,89,3.87
471,Tashtyp,RU,2021-12-31 23:05:59,52.7939,89.8983,-4.47,91,97,2.95
472,Sumbe,AO,2021-12-31 23:06:00,-11.2061,13.8437,76.32,90,45,5.61
473,Finote Selam,ET,2021-12-31 23:06:00,10.7,37.2667,59.81,70,95,2.04
474,Tokur,RU,2021-12-31 23:06:00,53.1333,132.9,-38.47,99,35,2.73
475,Tobane,BW,2021-12-31 23:06:01,-21.95,27.9,71.38,86,85,7.11
476,Hatsukaichi,JP,2021-12-31 23:06:01,34.35,132.3333,33.75,30,24,3.0
477,Udachnyy,RU,2021-12-31 23:06:01,66.4167,112.4,-26.5,100,99,2.28
478,Sri Aman,MY,2021-12-31 23:06:02,1.2376,111.4621,73.56,99,100,0.47
479,Benghazi,LY,2021-12-31 23:03:52,32.1167,20.0667,62.1,70,20,23.55
480,Naberera,TZ,2021-12-31 23:06:02,-4.2,36.9333,64.2,82,37,6.6
481,Riyadh,SA,2021-12-31 23:05:21,24.6877,46.7219,55.54,82,26,9.24
482,Majene,ID,2021-12-31 23:06:03,-3.5403,118.9707,78.39,84,100,5.53
483,Sao Jose Da Coroa Grande,BR,2021-12-31 23:06:03,-8.8978,-35.1478,79.68,76,25,11.48
484,Dakoro,NE,2021-12-31 23:06:04,14.5106,6.765,65.32,19,1,11.52
485,Gubkin,RU,2021-12-31 23:04:10,51.2817,37.5458,27.66,96,96,10.07
486,Tongliao,CN,2021-12-31 23:06:04,43.6125,122.2653,0.27,84,20,7.58
487,Dali,CN,2021-12-31 23:06:05,25.7,100.1833,40.44,85,0,3.31
488,Berlevag,NO,2021-12-31 23:06:05,70.8578,29.0864,29.93,54,100,24.07
489,Fountain,US,2021-12-31 23:06:06,38.6822,-104.7008,50.52,37,40,13.8
490,Ylivieska,FI,2021-12-31 23:06:06,64.0833,24.55,27.32,91,82,8.01
491,General Pico,AR,2021-12-31 23:06:06,-35.6566,-63.7568,84.11,27,0,2.68
492,Lata,PT,2021-12-31 23:06:07,40.1629,-8.3327,62.82,70,94,5.64
493,Nioro,GM,2021-12-31 23:06:07,13.35,-15.75,81.72,13,89,8.75
494,Mitchell,US,2021-12-31 23:06:08,43.7094,-98.0298,4.73,72,90,17.0
495,Quatre Cocos,MU,2021-12-31 23:06:08,-20.2078,57.7625,75.31,76,43,9.19
496,Gizo,SB,2021-12-31 23:06:09,-8.103,156.8419,84.04,74,98,5.39
497,Kalmunai,LK,2021-12-31 23:06:10,7.4167,81.8167,75.85,90,99,4.45
498,Dakar,SN,2021-12-31 23:06:10,14.6937,-17.4441,76.08,67,59,18.52
499,Maradi,NE,2021-12-31 23:07:11,13.5,7.1017,65.3,20,1,10.58
500,Hami,CN,2021-12-31 23:07:11,42.8,93.45,17.78,61,15,2.28
501,Saint Anthony,US,2021-12-31 23:07:12,45.0205,-93.218,13.6,79,90,5.99
502,Manville,US,2021-12-31 23:06:24,40.5409,-74.5877,52.02,93,90,1.01
503,Saint-Joseph,RE,2021-12-31 23:07:12,-21.3667,55.6167,73.76,77,77,8.77
504,Bhadrachalam,IN,2021-12-31 23:07:13,17.6667,80.8833,64.18,93,0,0.38
505,Sarmizegetusa,RO,2021-12-31 23:07:13,45.5167,22.7833,45.64,91,99,5.26
506,San Jose,US,2021-12-31 23:06:11,37.3394,-121.895,56.3,61,20,8.99
507,Farmington,US,2021-12-31 23:06:01,36.7281,-108.2187,47.08,50,90,4.61
508,Lida,BY,2021-12-31 23:07:14,53.8833,25.2997,36.9,99,100,10.33
509,Otane,NZ,2021-12-31 23:07:14,-39.8833,176.6333,75.38,34,0,5.17
510,Gazojak,TM,2021-12-31 23:07:15,41.1875,61.4036,34.23,48,100,2.91
511,Najran,SA,2021-12-31 23:07:15,17.4924,44.1277,62.28,50,2,2.44
512,Kargasok,RU,2021-12-31 23:07:15,59.0556,80.8572,2.53,90,100,9.95
513,Ursulo Galvan,MX,2021-12-31 23:07:16,22.7333,-98.3,87.03,62,0,10.58
514,Ormara,PK,2021-12-31 23:07:16,25.2088,64.6357,71.11,42,36,6.51
515,Goderich,CA,2021-12-31 23:03:13,43.7501,-81.7165,38.91,80,87,5.12
516,Sagarejo,GE,2021-12-31 23:07:17,41.734,45.3315,30.63,54,100,5.26
517,Auki,SB,2021-12-31 23:07:17,-8.7676,160.7034,80.17,78,100,2.46
518,Kompaniyivka,UA,2021-12-31 23:07:17,48.2511,32.208,34.2,100,100,9.86
519,Tabas,IR,2021-12-31 23:07:18,33.5959,56.9244,45.82,76,100,3.47
520,Balabac,PH,2021-12-31 23:07:19,7.9868,117.0645,80.2,79,100,22.35
521,Porto Novo,BJ,2021-12-31 23:07:19,6.4965,2.6036,79.47,81,51,5.41
522,Half Moon Bay,US,2021-12-31 23:06:12,37.4636,-122.4286,56.1,70,1,7.0
523,Mosquera,CO,2021-12-31 23:03:29,4.7059,-74.2302,55.71,94,93,2.64
524,Damoh,IN,2021-12-31 23:07:20,23.8333,79.45,52.45,74,80,4.09
525,Axim,GH,2021-12-31 23:07:20,4.8699,-2.2405,79.63,84,87,7.31
526,Sembe,CG,2021-12-31 23:07:21,1.6481,14.5806,76.12,74,62,2.21
527,Srednekolymsk,RU,2021-12-31 23:07:21,67.45,153.6833,-47.58,100,73,0.49
528,Sabha,LY,2021-12-31 23:07:21,27.0377,14.4283,51.4,62,0,10.45
529,Vestmannaeyjar,IS,2021-12-31 23:03:10,63.4427,-20.2734,37.9,76,100,27.42
530,Harper,LR,2021-12-31 23:07:22,4.375,-7.7169,79.48,83,49,9.04
531,Puerto Escondido,MX,2021-12-31 23:07:23,15.85,-97.0667,85.03,61,20,4.61
532,San Juan,AR,2021-12-31 23:07:23,-31.5375,-68.5364,95.0,16,0,13.15
533,Piney Green,US,2021-12-31 23:07:23,34.716,-77.3202,66.18,91,1,5.75
534,Fortuna,US,2021-12-31 23:07:24,40.5982,-124.1573,49.86,79,75,1.99
535,Kuznechnoye,RU,2021-12-31 23:07:24,61.12,29.8686,19.26,94,80,6.64
536,Srinagar,IN,2021-12-31 23:07:25,34.0833,74.8167,32.9,33,97,1.74
537,Mitsamiouli,KM,2021-12-31 23:07:25,-11.3847,43.2844,80.67,72,21,6.78
538,Cayenne,GF,2021-12-31 23:04:49,4.9333,-52.3333,79.09,83,75,1.01
539,Bayji,IQ,2021-12-31 23:07:26,34.9311,43.487,47.37,49,4,3.51
540,Oranjemund,NA,2021-12-31 23:07:26,-28.55,16.4333,61.14,82,8,4.79
541,Magomeni,TZ,2021-12-31 23:07:27,-6.8,39.25,77.63,91,50,5.93
542,Ust-Nera,RU,2021-12-31 23:07:27,64.5667,143.2,-45.36,100,82,2.26
543,Dalvik,IS,2021-12-31 23:07:28,65.9702,-18.5286,22.48,69,99,2.62
544,Caravelas,BR,2021-12-31 23:08:18,-17.7125,-39.2481,76.98,86,100,7.56
545,Monterey,US,2021-12-31 23:08:28,36.2505,-121.2516,49.77,37,3,14.7
546,Japura,ID,2021-12-31 23:08:29,-0.3167,102.35,72.68,99,100,2.13
547,Espanola,US,2021-12-31 23:03:59,35.9911,-106.0806,43.07,96,99,9.55
548,Maple Creek,CA,2021-12-31 23:08:29,49.9168,-109.4848,-16.2,97,67,2.62
549,Luorong,CN,2021-12-31 23:08:29,24.4058,109.6086,52.12,72,100,5.21
550,Ravar,IR,2021-12-31 23:08:30,31.2656,56.8055,45.95,68,12,2.08
551,Sturgis,US,2021-12-31 23:08:30,41.7992,-85.4192,47.73,93,90,11.5
552,Aswan,EG,2021-12-31 23:08:31,24.0934,32.907,62.04,36,0,6.2
553,Privolnyy,RU,2021-12-31 23:08:31,44.0998,46.6587,39.97,94,91,7.87
554,Tarko-Sale,RU,2021-12-31 23:08:32,64.9225,77.785,-6.05,98,99,9.53
555,Ekimchan,RU,2021-12-31 23:08:32,53.0667,132.9667,-35.61,98,28,2.91
556,Rockland,US,2021-12-31 23:08:32,41.1668,-74.0496,50.29,90,98,1.01
557,Anadyr,RU,2021-12-31 23:08:33,64.75,177.4833,-13.52,75,0,4.47
558,Tripoli,LY,2021-12-31 23:05:18,32.8752,13.1875,59.27,70,0,1.57
559,Mount Isa,AU,2021-12-31 23:08:34,-20.7333,139.5,92.97,33,7,10.36
560,Port Hawkesbury,CA,2021-12-31 23:08:34,45.6169,-61.3485,33.06,93,90,0.0
561,Abomsa,ET,2021-12-31 23:08:34,9.9833,39.9833,66.4,61,94,2.13
